TenantId,AttachmentCount,AuthenticationDetails,AdditionalFields,ConfidenceLevel,Connectors,DetectionMethods,DeliveryAction,DeliveryLocation,EmailClusterId,EmailDirection,EmailLanguage,EmailAction,EmailActionPolicy,EmailActionPolicyGuid,OrgLevelAction,OrgLevelPolicy,InternetMessageId,NetworkMessageId,RecipientEmailAddress,RecipientObjectId,ReportId,SenderDisplayName,SenderFromAddress,SenderFromDomain,SenderObjectId,SenderIPv4,SenderIPv6,SenderMailFromAddress,SenderMailFromDomain,Subject,ThreatTypes,ThreatNames,TimeGenerated,Timestamp,UrlCount,UserLevelAction,UserLevelPolicy,BulkComplaintLevel,LatestDeliveryLocation,LatestDeliveryAction,ExchangeTransportRule,DistributionList,ForwardingInformation,Context,To,Cc,ThreatClassification,RecipientDomain,EmailSize,IsFirstContact,SourceSystem,Type
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,7961257673,Intra-org,en,Deliver to recipient's Inbox,Default,d05f42cf-07b2-4b2d-b3a8-846c7a399916,,,<BN8PR01MB5857B070827F14CF409E912C@BN8PR01MB5857.GBRP264.PROD.OUTLOOK.COM>,cebff606-855f-4a36-b67e-7052769b7295,rmartin@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc08,cebff606-855f-4a36-b67e-7052769b7295-8956603857205626521-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,52.100.136.12,,hr@KustoIndustries.com,KustoIndustries.com,System Maintenance Scheduled - Feb 10,,,2026-02-10T08:35:47.515Z,2026-02-10T08:35:47.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Trigger,"[""Robert Martin <rmartin@KustoIndustries.com>""]",[],,KustoIndustries.com,54631,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,2928743481,Intra-org,en,Deliver to recipient's Inbox,Default,0c77e3d2-44ee-40b1-a6fa-a57f05e4aa82,Allow,Default anti-spam policy,<SN6PR01MB251181DBFDB27691429ABAAD@SN6PR01MB2511.NAMP264.PROD.OUTLOOK.COM>,1c6bb96c-6e17-4ada-8a84-3bf6c2816d20,david.kim@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,1c6bb96c-6e17-4ada-8a84-3bf6c2816d20-1694015217803512986-1,Finance Team,finance@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa12,40.126.24.153,,finance@KustoIndustries.com,KustoIndustries.com,Expense Report Submission Deadline,,,2026-02-10T08:36:34.515Z,2026-02-10T08:36:34.515Z,1,Move to the deleted items folder,Safe sender,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""David Kim <david.kim@KustoIndustries.com>""]",[],,KustoIndustries.com,88417,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":22791,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,6156716369,Intra-org,en,Deliver to recipient's Inbox,Default,0daf7595-318d-4546-9647-7278e03e859f,Allow,Default anti-spam policy,<MW2PR01MB5204079E913B8C464F92ABF1@MW2PR01MB5204.FRAP264.PROD.OUTLOOK.COM>,21f8221d-fc6e-43d4-a507-b9a6ef368739,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,21f8221d-fc6e-43d4-a507-b9a6ef368739-3422370855460741661-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,104.47.58.100,,emily.parker@KustoIndustries.com,KustoIndustries.com,Weekly Team Meeting Notes,,,2026-02-10T08:38:18.515Z,2026-02-10T08:38:18.515Z,4,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,41979,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":44762,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,4933034214,Intra-org,fr,Deliver to recipient's Inbox,Default,f06a475c-c824-44b1-816a-29f050c7e743,,,<MW2PR01MB4383912D19B7CDA041D7B199@MW2PR01MB4383.FRAP264.PROD.OUTLOOK.COM>,17c42a0d-7302-4b24-b2fe-bce882be9f50,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,17c42a0d-7302-4b24-b2fe-bce882be9f50-2182759737786844886-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,52.100.136.11,,david.kim@KustoIndustries.com,KustoIndustries.com,Meeting Invitation: Team Standup,,,2026-02-10T08:41:49.515Z,2026-02-10T08:41:49.515Z,0,,,1,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]",[],,KustoIndustries.com,221829,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":92122,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,9628406369,Intra-org,en,Deliver to recipient's Inbox,Default,4392cd88-b43c-42b4-9c06-5cdd8f56901c,,,<CY4PR01MB228757D171C8F4094053A07B@CY4PR01MB2287.FRAP264.PROD.OUTLOOK.COM>,5c7b4180-6b6e-4e2d-984c-518626c1ee3b,emily.parker@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,5c7b4180-6b6e-4e2d-984c-518626c1ee3b-2864127495634759267-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,20.190.152.26,,david.kim@KustoIndustries.com,KustoIndustries.com,Office Closure Notice,,,2026-02-10T08:42:27.515Z,2026-02-10T08:42:27.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",hr-team@KustoIndustries.com,"{""ForwardingType"": ""SMTP"", ""ForwardingAddress"": ""lnguyen@KustoIndustries.com""}",,"[""Emily Parker <emily.parker@KustoIndustries.com>""]","[""David Kim <david.kim@KustoIndustries.com>""]",,KustoIndustries.com,49629,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,2402375409,Intra-org,en,Deliver to recipient's Inbox,Default,85c0221c-405d-4929-b503-03e84dccd756,,,<BN8PR01MB56059AC4F5EF3FF94716A863@BN8PR01MB5605.JPNP264.PROD.OUTLOOK.COM>,79715144-3596-4956-99c0-9a54ab75e5be,kevin.nguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc05,79715144-3596-4956-99c0-9a54ab75e5be-1515498182114640809-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,104.47.58.102,,emily.parker@KustoIndustries.com,KustoIndustries.com,Feedback Request: AI Tools,,,2026-02-10T08:43:26.515Z,2026-02-10T08:43:26.515Z,3,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",all-staff@KustoIndustries.com,,Trigger,"[""Kevin Nguyen <kevin.nguyen@KustoIndustries.com>""]","[""Emily Parker <emily.parker@KustoIndustries.com>"", ""David Kim <david.kim@KustoIndustries.com>""]",,KustoIndustries.com,98984,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,4066419662,Intra-org,en,Deliver to recipient's Inbox,Default,22b892a8-01fb-49e1-b7de-6686779f4b63,Allow,Default anti-spam policy,<BN8PR01MB6949C72BA1D662B046FFA0E8@BN8PR01MB6949.NAMP264.PROD.OUTLOOK.COM>,03648692-c89b-4d97-9a29-939527194ece,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,03648692-c89b-4d97-9a29-939527194ece-2672861993081837142-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,40.126.24.154,,emily.parker@KustoIndustries.com,KustoIndustries.com,Weekly Team Meeting Notes,,,2026-02-10T08:52:01.515Z,2026-02-10T08:52:01.515Z,0,,,1,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",it-team@KustoIndustries.com,,ZAP,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]","[""David Kim <david.kim@KustoIndustries.com>""]",,KustoIndustries.com,205125,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Delivered,Inbox/folder,8617033325,Intra-org,en,Deliver to recipient's Inbox,Default,361ee6c9-0a1c-4315-8996-d88e0af5f5cc,Allow,Default anti-spam policy,<BN8PR01MB947251A28C44A5014259A22A@BN8PR01MB9472.DEUP264.PROD.OUTLOOK.COM>,0a5f44a8-aaa3-46d5-a9f3-2876def4a051,robert.taylor@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc06,0a5f44a8-aaa3-46d5-a9f3-2876def4a051-4494749078137448955-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,40.107.22.42,,hr@KustoIndustries.com,KustoIndustries.com,Project Status Update,,,2026-02-10T08:55:21.515Z,2026-02-10T08:55:21.515Z,4,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Robert Taylor <robert.taylor@KustoIndustries.com>""]","[""Sarah Chen <sarah.chen@KustoIndustries.com>"", ""Emily Parker <emily.parker@KustoIndustries.com>""]",,KustoIndustries.com,18896,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":26963,""InternetHeaders"":{},""SCL"":1}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,4004562316,Intra-org,en,Deliver to recipient's Inbox,Default,c4989137-4e54-4204-bcfc-ceb1067084a9,,,<BN8PR01MB8367E4AC8B1A4C604EC8A5F0@BN8PR01MB8367.GBRP264.PROD.OUTLOOK.COM>,b45a75bc-7b68-4747-855f-e5f5159114a7,rmartin@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc08,b45a75bc-7b68-4747-855f-e5f5159114a7-6929990405460643885-1,IT Support,it-support@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa10,20.190.152.26,,it-support@KustoIndustries.com,KustoIndustries.com,IT Support Ticket #16023,,,2026-02-10T09:02:06.515Z,2026-02-10T09:02:06.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Trigger,"[""Robert Martin <rmartin@KustoIndustries.com>""]","[""Kevin Nguyen <kevin.nguyen@KustoIndustries.com>""]",,KustoIndustries.com,55062,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":21082,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,9769943472,Intra-org,en,Deliver to recipient's Inbox,Default,8d783a7d-8be6-4889-a06b-34ab6544cbad,,,<BN8PR01MB443521F73B7526B54064AD94@BN8PR01MB4435.NAMP264.PROD.OUTLOOK.COM>,4b5500eb-a82f-48c5-9910-6c1197f9e817,sarah.chen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc01,4b5500eb-a82f-48c5-9910-6c1197f9e817-7361369625498597355-1,Mike Rodriguez,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,20.190.152.26,,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,IT Support Ticket #57503,,,2026-02-10T09:02:41.515Z,2026-02-10T09:02:41.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Sarah Chen <sarah.chen@KustoIndustries.com>""]",[],,KustoIndustries.com,48147,false,Advanced Hunting,EmailEvents
